MGI.symbol,HGNC.symbol
Gata4,GATA4
Pramel7,PRAMEF12
Pramel7,PRAMEF15
Pramel7,PRAMEF14
Pramel7,PRAMEF19
Pramel7,PRAMEF17
Pramel7,PRAMEF20
Pramel7,PRAMEF27
Pramel7,PRAMEF25
Pramel7,PRAMEF9
Pramel7,PRAMEF26
Odr4,ODR4
Emc10,EMC10
Mif4gd,MIF4GD
Ints9,INTS9
Fbxl13,FBXL13
Gm37797,MARCOL
Xpo1,XPO1
Mir761,MIR761
Grk2,GRK2
Arl14epl,ARL14EPL
Rars2,RARS2
C2cd3,C2CD3
Axin2,AXIN2
Rpl38,RPL38
Lactbl1,LACTBL1
Smlr1,SMLR1
Hip1r,HIP1R
Mrgpra9,MRGPRX3
Mrgpra9,MRGPRX2
Mrgpra9,MRGPRX1
E430018J23Rik,ZNF764
E430018J23Rik,ZNF747
Setd5,SETD5
Man1a2,MAN1A2
Ext2,EXT2
Gm26002,RNU6-637P
Poglut1,POGLUT1
Cdc42se2,CDC42SE2
Ankrd13a,ANKRD13A
Gpx6,GPX6
Gtf2i,GTF2I
Srpk2,SRPK2
Pcdhgb4,PCDHGB4
Chrne,CHRNE
Camkv,CAMKV
Rbm45,RBM45
B3galt4,B3GALT4
Mtx2,MTX2
Slc41a1,SLC41A1
Chst2,CHST2
Efna5,EFNA5
Elovl1,ELOVL1
St8sia1,ST8SIA1
Tent2,TENT2
Trappc9,TRAPPC9
Gm24686,RNU6-1227P
Pear1,PEAR1
Mib2,MIB2
Il23a,IL23A
Rad51ap2,RAD51AP2
Adora2b,ADORA2B
Slco1a6,SLCO1A2
Gcc2,GCC2
Cyp4a30b,CYP4F11
Cyp4a30b,CYP4A11
Cyp4a30b,CYP4A22
Gm136,C6orf163
Mrps12,MRPS12
Gsg1l2,GSG1L2
St6gal2,ST6GAL2
Rptn,RPTN
Gtf2ird2,GTF2IRD2B
Gtf2ird2,GTF2IRD2
Dnajc27,DNAJC27
Dnajc7,DNAJC7
Ccnyl1,CCNYL1
Caskin2,CASKIN2
Zfp7,ZNF7
Tmcc1,TMCC1
Pxdn,PXDN
Cd33,SIGLEC6
Cd33,CD33
Zfp595,ZNF736
Zfp595,ZNF678
Zfp595,ZNF695
Zfp595,ZNF738
Zfp595,ZNF681
Zfp763,ZNF487
Zfp763,ZNF778
Tm2d2,TM2D2
3830406C13Rik,C3orf14
Hnrnpul1,HNRNPUL1
Acap2,ACAP2
Tsen2,TSEN2
Sox6,SOX6
Hdac7,HDAC7
Pcdhb13,PCDHB6
Chml,CHML
Vezf1,VEZF1
Ganc,GANC
Ccnd3,CCND3
Gdpgp1,GDPGP1
Llgl2,LLGL2
Lefty1,LEFTY1
Lefty1,LEFTY2
Ganab,GANAB
Pou2af1,POU2AF1
Stfa3,CSTA
Nhp2,NHP2
Klk11,KLK11
Tph1,TPH1
Eln,ELN
Pik3cb,PIK3CB
Lelp1,LELP1
Tmem140,TMEM140
Spry4,SPRY4
Percc1,PERCC1
Mir199b,MIR199B
Tnfaip3,TNFAIP3
Lox,LOX
Lexm,LEXM
Rps2,RPS2
Lgals8,LGALS8
Cd44,CD44
Tex264,TEX264
Ebi3,EBI3
Limd2,LIMD2
Srek1ip1,SREK1IP1
Tnfrsf26,TNFRSF10B
Tnfrsf26,TNFRSF10C
Tnfrsf26,TNFRSF10D
Zscan29,ZSCAN29
Tasor,TASOR
Agbl1,AGBL1
Fam114a2,FAM114A2
Cgn,CGN
Tiparp,TIPARP
Rad23a,RAD23A
Cfap97,CFAP97
Aup1,AUP1
Defa21,DEFA1
Defa21,DEFA1B
Mroh1,MROH1
Pcp2,PCP2
Zbtb17,ZBTB17
H1f3,H1-3
Gm23111,RNU6-1198P
Timm44,TIMM44
Plk5,PLK5
Rn7s6,RN7SL674P
Cers4,CERS4
Cspg5,CSPG5
Cd1d2,CD1D
C6,C6
Rpl13,RPL13
Ptp4a2,PTP4A2
Tnfrsf8,TNFRSF8
Cacnb4,CACNB4
Ankrd42,ANKRD42
Cplane1,CPLANE1
Nkd1,NKD1
Tmem128,TMEM128
Bcas2,BCAS2
Pycrl,PYCR3
Elf3,ELF3
Tmem101,TMEM101
Pramel46,PRAMEF12
Pramel46,PRAMEF15
Pramel46,PRAMEF14
Pramel46,PRAMEF19
Pramel46,PRAMEF17
Pramel46,PRAMEF20
Pramel46,PRAMEF27
Pramel46,PRAMEF25
Pramel46,PRAMEF9
Pramel46,PRAMEF26
Ndufa4l2,NDUFA4L2
Plscr2,PLSCR1
Hyal3,HYAL3
Pla2g4a,PLA2G4A
Sgip1,SGIP1
Mthfr,MTHFR
Sh3bp5l,SH3BP5L
Frzb,FRZB
Tap1,TAP1
Kcnk2,KCNK2
Rsrc1,RSRC1
Acer3,ACER3
Mbnl1,MBNL1
Cldn7,CLDN7
Ostn,OSTN
Mrc2,MRC2
Hoxd1,HOXD1
Tent4a,TENT4A
Kcnt2,KCNT2
Pramel14,PRAMEF12
Pramel14,PRAMEF15
Pramel14,PRAMEF14
Pramel14,PRAMEF19
Pramel14,PRAMEF17
Pramel14,PRAMEF20
Pramel14,PRAMEF27
Pramel14,PRAMEF25
Pramel14,PRAMEF9
Pramel14,PRAMEF26
Slit3,SLIT3
Nfyb,NFYB
Wdr83,WDR83
Lonrf2,LONRF2
Gm25204,RNU6-1080P
Zfp768,ZNF768
Sp2,SP2
Atg13,ATG13
Kri1,KRI1
Cdc34,CDC34
Mthfd2,MTHFD2
Dpp3,DPP3
Dnajb12,DNAJB12
Arhgef15,ARHGEF15
Vmn1r30,VN1R5
Gas7,GAS7
Ankrd13b,ANKRD13B
Zfp65,ZNF200
Zfp65,KRBOX1
Chmp4c,CHMP4C
Sik3,SIK3
Fndc7,FNDC7
Psd4,PSD4
Gm28040,GOLT1A
Cadm3,CADM3
Pex12,PEX12
Cd209b,CD209
Kalrn,KALRN
Gm24289,SCARNA14
Cyp2a5,CYP2A7
Pappa2,PAPPA2
Odad3,ODAD3
Ehbp1l1,EHBP1L1
Taco1,TACO1
Il1f10,IL1F10
Pax8,PAX8
Mrps15,MRPS15
Pla2g2a,PLA2G2A
Fuca1,FUCA1
H3f3b,H3-3B
Nbeal1,NBEAL1
Fbxw24,FBXW12
Zfand1,ZFAND1
Ror1,ROR1
Dynlt2b,DYNLT2B
Cmtm4,CMTM4
P3h2,P3H2
Gm1673,C4orf48
Hars,HARS1
Stfa2,CSTA
Haus8,HAUS8
Niban3,NIBAN3
Clcn2,CLCN2
Slc2a4,SLC2A4
Mall,MALL
H3f4,H3-4
Clhc1,CLHC1
Tbc1d1,TBC1D1
Wdr35,WDR35
Gp2,GP2
Pcdhga1,PCDHGA1
Gm26457,SNORD51
Prl,PRL
Msc,MSC
Phlda1,PHLDA1
Tbc1d15,TBC1D15
Arhgap45,ARHGAP45
Eif2b4,EIF2B4
Alox5,ALOX5
Ifih1,IFIH1
Cog4,COG4
Skp1,SKP1
Rdh16f2,RDH16
Capn8,CAPN8
Abi3bp,ABI3BP
Scarf1,SCARF1
Ect2,ECT2
Cd209d,CD209
Cpne2,CPNE2
Itga2b,ITGA2B
Smg6,SMG6
Gm884,LRRC37A
Gm884,LRRC37A2
Gm884,LRRC37A3
Misp3,MISP3
Catsper4,CATSPER4
Ubqln4,UBQLN4
Krt16,KRT16
Cavin1,CAVIN1
Ankrd65,ANKRD65
Ddx54,DDX54
Abcb5,ABCB5
Ahdc1,AHDC1
Chrna7,CHRFAM7A
Gpr52,GPR52
Cmpk2,CMPK2
Exoc8,EXOC8
Trabd2b,TRABD2B
Gm22078,RNU6-489P
Ptprs,PTPRS
Zfp326,ZNF326
Baiap2,BAIAP2
Mgll,MGLL
Rnf208,RNF208
Tmem218,TMEM218
Chd4,CHD4
Prl2c2,PRL
Pgap1,PGAP1
Psmg3,PSMG3
Nrp2,NRP2
Gtf2e1,GTF2E1
Col9a2,COL9A2
B230219D22Rik,C5orf24
Prl7a1,PRL
Lrrc14,LRRC14
Ipo9,IPO9
Clk2,CLK2
Fam13b,FAM13B
Akap9,AKAP9
Sbpl,ZG16B
Snrk,SNRK
Sh3gl1,SH3GL1
Stambpl1,STAMBPL1
Mapk8ip3,MAPK8IP3
Trappc5,TRAPPC5
Lrrn4cl,LRRN4CL
Khdc1b,KHDC1
Brinp3,BRINP3
Lamtor2,LAMTOR2
Avil,AVIL
Cenpv,CENPV
Lrriq4,LRRIQ4
Klri1,KLRC1
Klri1,KLRC2
Klri1,KLRC4
Gm49340,SPATA22
Nlrc4,NLRC4
Jade2,JADE2
Osbpl7,OSBPL7
Camk1,CAMK1
Knstrn,KNSTRN
Pramel1,PRAMEF12
Pramel1,PRAMEF15
Pramel1,PRAMEF14
Pramel1,PRAMEF19
Pramel1,PRAMEF17
Pramel1,PRAMEF20
Pramel1,PRAMEF27
Pramel1,PRAMEF25
Pramel1,PRAMEF9
Pramel1,PRAMEF26
Pramel6,PRAMEF12
Pramel6,PRAMEF15
Pramel6,PRAMEF14
Pramel6,PRAMEF19
Pramel6,PRAMEF17
Pramel6,PRAMEF20
Pramel6,PRAMEF27
Pramel6,PRAMEF25
Pramel6,PRAMEF9
Pramel6,PRAMEF26
Nrcam,NRCAM
Omp,OMP
Adgrg3,ADGRG3
H2bc9,H2BC14
Nfatc2ip,NFATC2IP
Ccdc28b,CCDC28B
Hsf4,HSF4
Slc2a7,SLC2A7
Srgap2,SRGAP2C
Srgap2,SRGAP2B
Commd1b,COMMD1
Pcdhga12,PCDHGA12
Slc36a3,SLC36A3
Snrpe,SNRPE
Zic4,ZIC4
Cdk2ap2,CDK2AP2
Fadd,FADD
Ccdc159,CCDC159
Dusp22,DUSP22
Mlf2,MLF2
Nup43,NUP43
Prkaa1,PRKAA1
Bnip3,BNIP3
Tmc3,TMC3
Clec2m,KLRC1
Clec2m,KLRC2
Clec2m,KLRC4
Nat10,NAT10
Lrp12,LRP12
Senp1,SENP1
Kprp,KPRP
Pphln1,PPHLN1
Tmem44,TMEM44
Hid1,HID1
Mrpl20,MRPL20
Usp10,USP10
Acvr1c,ACVR1C
Gm26108,RNU2-32P
Itpr1,ITPR1
Niban1,NIBAN1
Fam163a,FAM163A
B3galnt2,B3GALNT2
Dhrs7c,DHRS7C
Pcdhgb6,PCDHGB6
Hnrnpul2,HNRNPUL2-BSCL2
Hnrnpul2,HNRNPUL2
Gprin2,GPRIN2
Pus7l,PUS7L
Dnajc22,DNAJC22
Pramel33,PRAMEF12
Pramel33,PRAMEF15
Pramel33,PRAMEF14
Pramel33,PRAMEF19
Pramel33,PRAMEF17
Pramel33,PRAMEF20
Pramel33,PRAMEF27
Pramel33,PRAMEF25
Pramel33,PRAMEF9
Pramel33,PRAMEF26
Plekhh2,PLEKHH2
Exo5,EXO5
Trim47,TRIM47
Cnot2,CNOT2
Fbrs,FBRS
Gm39653,FAM237A
Kctd11,KCTD11
Ambra1,AMBRA1
Col16a1,COL16A1
Myh14,MYH14
H2bc22,H2BC14
Bst2,BST2
2010003K11Rik,C11orf86
Prodh2,PRODH2
Erfl,ERFL
Parpbp,PARPBP
Csf1,CSF1
Ccdc71l,CCDC71L
Pcf11,PCF11
Snord45b,SNORD45B
Timm17a,TIMM17A
Pcdhb9,PCDHB4
Sdsl,SDSL
Igkv8-16,IGKV4-1
Ncstn,NCSTN
Tkt,TKT
Stpg1,STPG1
Rita1,RITA1
Iftap,IFTAP
Prf1,PRF1
Atp2b4,ATP2B4
Taf1c,TAF1C
Ssbp4,SSBP4
Cep290,CEP290
Phb2,PHB2
Atp5h,ATP5PD
Fmo2,FMO2
Gpr6,GPR6
Rgsl1,RGSL1
Sftpc,SFTPC
Snapc4,SNAPC4
F3,F3
Ddost,DDOST
Zfp518a,ZNF518A
Dusp16,DUSP16
Mir128-1,MIR128-1
Ggt6,GGT6
Pipox,PIPOX
Slfn1,SLFN12
Slfn1,SLFN12L
Tbl2,TBL2
Asz1,ASZ1
Miip,MIIP
Rnf40,RNF40
Rab29,RAB29
Jakmip3,JAKMIP3
Cxcl12,CXCL12
Slc1a6,SLC1A6
Cstdc5,CSTA
Zfp986,ZNF34
Cfap20dc,CFAP20DC
Chaf1a,CHAF1A
Pura,PURA
Lhx6,LHX6
Gm4884,C2orf78
Cul1,CUL1
Ptgr2,PTGR2
Pdlim7,PDLIM7
Arpc2,ARPC2
Zfp746,ZNF746
Cd101,CD101
Slc5a11,SLC5A11
Purg,PURG
Fzr1,FZR1
Ppib,PPIB
Ces2b,CES2
S100a2,S100A2
Dcaf15,DCAF15
Spag16,SPAG16
Dnajc11,DNAJC11
Ssbp3,SSBP3
Slc6a9,SLC6A9
Dusp7,DUSP7
Gm22452,RNU6-1132P
Cyth2,CYTH2
Atad3a,ATAD3A
Myh8,MYH8
Pold1,POLD1
Gm525,C17orf67
Gm25054,RNU6-1176P
Etv3l,ETV3L
Egfr,EGFR
Rbms1,RBMS1
Rdh19,RDH16
Csde1,CSDE1
Gm49380,RNF26
Lix1l,LIX1L
Piwil2,PIWIL2
Cyb561d1,CYB561D1
Usp4,USP4
Cbln1,CBLN1
Il1rap,IL1RAP
Gm24407,RNU4-2
Klrh1,KLRC1
Klrh1,KLRC2
Cyp2s1,CYP2S1
Higd2a,HIGD2B
Mrps24,MRPS24
Psmb6,PSMB6
Babam2,BABAM2
Tomm40,TOMM40
Immt,IMMT
Mdk,MDK
Ces2a,CES2
Snord53,SNORD53
Ift172,IFT172
Nectin4,NECTIN4
Nudt13,NUDT13
Nr2f6,NR2F6
Polq,POLQ
Gabpb1,GABPB1
Gm24635,RNU4-39P
Gm24635,RNU4-61P
Erc2,ERC2
Bag5,BAG5
Smim23,SMIM23
Fabp12,FABP12
9930104L06Rik,C1orf109
Gm44973,ZNF524
Thsd7b,THSD7B
Snap91,SNAP91
Cep120,CEP120
Grip1,GRIP1
Arhgap29,ARHGAP29
Lrrc36,LRRC36
Dlec1,DLEC1
Lipe,LIPE
Pde3a,PDE3A
S100a14,S100A14
Tbkbp1,TBKBP1
Fam187a,FAM187A
Preb,PREB
Mlx,MLX
Tpbgl,TPBGL
Klk1b26,KLK3
Eapp,EAPP
Mecr,MECR
Mecom,MECOM
Bcl2l11,BCL2L11
Leng1,LENG1
Cd209c,CD209
Srp19,SRP19
Casp1,CASP1
Casp1,CARD16
Mknk1,MKNK1
Fgf17,FGF17
Smad3,SMAD3
Ube2w,UBE2W
Arhgap17,ARHGAP17
Atp13a4,ATP13A4
Gm22351,RNU6-107P
Slc8b1,SLC8B1
Acot1,ACOT1
Acot1,ACOT2
Fpr2,FPR2
Gm25886,RNU6-1290P
Gm49322,ADAT3
Ppp1cc,PPP1CC
Kif3c,KIF3C
Rab7b,RAB7B
Wdr36,WDR36
Deaf1,DEAF1
Nras,NRAS
Nt5e,NT5E
Ankfn1,ANKFN1
Tnfrsf22,TNFRSF10B
Tnfrsf22,TNFRSF10C
Tnfrsf22,TNFRSF10D
Gltpd2,GLTPD2
Klk10,KLK10
Odf3,ODF3
Heatr5a,HEATR5A
Pira13,LILRA6
Pira13,LILRB5
Pira13,LILRB3
Pira13,LILRA5
Pira13,LILRA4
Tpd52,TPD52
Aurkc,AURKC
Mcm2,MCM2
Fbxw15,FBXW12
Kcnc4,KCNC4
Paqr7,PAQR7
Smurf2,SMURF2
Mosmo,MOSMO
LTO1,LTO1
Tbca,TBCA
Cnep1r1,CNEP1R1
Klc1,KLC1
Isy1,ISY1-RAB43
Isy1,ISY1
Dcaf1,DCAF1
Zfp641,ZNF641
Gprc5a,GPRC5A
Unc45b,UNC45B
Ildr2,ILDR2
Hsd17b4,HSD17B4
Caprin2,CAPRIN2
Taf5,TAF5
Isl2,ISL2
Htr3a,HTR3A
Gm25132,RNU6-414P
Zfp607b,ZNF780A
Nipal3,NIPAL3
Ccdc57,CCDC57
Slc23a3,SLC23A3
Hmgcr,HMGCR
Snora3,SNORA3A
Fbxo41,FBXO41
Eif4ebp3,EIF4EBP3
Dnajc13,DNAJC13
U2af2,U2AF2
Pcdhb10,PCDHB5
Zfp13,ZNF205
Zc3h18,ZC3H18
Tarbp1,TARBP1
Trim62,TRIM62
Clec3a,CLEC3A
Id3,ID3
Map4k4,MAP4K4
Pls1,PLS1
Nsa2,NSA2
Ecm2,ECM2
Cd163,CD163
Gm25186,RNU6-915P
Bnipl,BNIPL
Hax1,HAX1
Myo18a,MYO18A
Bola3,BOLA3
Erf,ERF
Odad4,ODAD4
C1qtnf1,C1QTNF1
Rgs1,RGS1
Necab2,NECAB2
Zfp251,ZNF251
Thsd4,THSD4
Thap4,THAP4
Lepr,LEPR
Zdhhc17,ZDHHC17
Gpr151,GPR151
Pyy,PYY
Zfp672,ZNF672
Plekhg5,PLEKHG5
Smim40,SMIM40
Atp11b,ATP11B
Rbm5,RBM5
Kcnh6,KCNH6
Exoc3l2,EXOC3L2
Cngb3,CNGB3
Pcdh15,PCDH15
Fam240a,FAM240A
Tepsin,TEPSIN
Dlg1,DLG1
Farsa,FARSA
Fcgrt,FCGRT
Bbs5,BBS5
Magi1,MAGI1
Rbpj,RBPJ
Gm23721,RNU6-17P
Septin2,SEPTIN2
Dbt,DBT
Nsun2,NSUN2
Chrac1,CHRAC1
Mir28a,MIR28
Cdx1,CDX1
Scly,SCLY
Prorp,PRORP
Prkcsh,PRKCSH
Uqcrc1,UQCRC1
Sdhc,SDHC
Ifi202b,MNDA
Dnajc14,DNAJC14
Podxl2,PODXL2
Csn2,CSN2
Trim46,TRIM46
H4c1,H4C3
Zbtb41,ZBTB41
Kcnmb2,KCNMB2
Txnip,TXNIP
Mrpl28,MRPL28
Amh,AMH
Zfp943,ZNF34
Rpl19,RPL19
Pfas,PFAS
Usp33,USP33
Pramel48,PRAMEF12
Pramel48,PRAMEF15
Pramel48,PRAMEF14
Pramel48,PRAMEF19
Pramel48,PRAMEF17
Pramel48,PRAMEF20
Pramel48,PRAMEF27
Pramel48,PRAMEF25
Pramel48,PRAMEF9
Pramel48,PRAMEF26
Ccdc146,CCDC146
Cdc23,CDC23
Bnc1,BNC1
Usp43,USP43
Kcnk9,KCNK9
Dpagt1,DPAGT1
Dync1i2,DYNC1I2
Vmn1r34,VN1R5
She,SHE
1110002E22Rik,C4orf54
Coa6,COA6
Clec12b,CLEC12B
Zfp945,ZNF34
Ccdc30,CCDC30
Pou5f1,POU5F1
Lrrc8e,LRRC8E
Rad17,RAD17
Vil1,VIL1
Zfp709,ZNF700
Zfp709,ZNF878
Rnf13,RNF13
Ankrd39,ANKRD39
Szt2,SZT2
Asnsd1,ASNSD1
Vmn1r234,VN1R4
Hif3a,HIF3A
Kifap3,KIFAP3
Mrgprb4,MRGPRX3
Mrgprb4,MRGPRX2
Mrgprb4,MRGPRX1
Atrip,ATRIP
Hmcn1,HMCN1
Zkscan17,ZNF496
Col23a1,COL23A1
Mir1224,MIR1224
Efr3a,EFR3A
Lrrc46,LRRC46
Ifi44,IFI44
Gpatch2,GPATCH2
Wdr64,WDR64
Tnnt1,TNNT1
Nucb2,NUCB2
Slc24a5,SLC24A5
Lonp1,LONP1
Hoxa5,HOXA5
Grin2a,GRIN2A
Ndc1,NDC1
Krtap4-7,KRTAP4-12
Krtap4-7,KRTAP4-6
Krtap4-7,KRTAP4-7
Clpp,CLPP
Rnf223,RNF223
Mir26a-2,MIR26A2
Grem1,GREM1
Mamstr,MAMSTR
Mcam,MCAM
Samd4b,SAMD4B
n-R5s141,RNA5S12
Ivns1abp,IVNS1ABP
Slc22a28,SLC22A9
Mutyh,MUTYH
Prune1,PRUNE1
Arrb1,ARRB1
U2surp,U2SURP
Gja8,GJA8
Otp,OTP
Sftpb,SFTPB
Dclre1b,DCLRE1B
Elmo3,ELMO3
Pou2f1,POU2F1
Tns1,TNS1
Snord70,SNORD70
Snord49b,SNORD49B
Kctd3,KCTD3
Abi2,ABI2
Calhm1,CALHM1
Psmd13,PSMD13
Tyw5,TYW5
Casc1,DNAI7
Nat8f4,NAT8
Nat8f4,NAT8B
Rep15,REP15
Tshb,TSHB
Umod,UMOD
Lims1,LIMS4
Lims1,LIMS3
Polr3a,POLR3A
Bak1,BAK1
Mri1,MRI1
Rorc,RORC
Dffb,DFFB
Vmn1r52,VN1R5
Cpeb1,CPEB1
Ywhae,YWHAE
Trarg1,TRARG1
Arhgap20,ARHGAP20
Ccdc137,CCDC137
Bcl6b,BCL6B
Lemd3,LEMD3
Brk1,BRK1
Copb2,COPB2
Pcdhga2,PCDHGA2
Ddr2,DDR2
Chil5,CHIA
Schip1,SCHIP1
Schip1,IQCJ-SCHIP1
Fcrl5,FCRL5
Napsa,NAPSA
Oxtr,OXTR
Aldh6a1,ALDH6A1
M1ap,M1AP
Snord96a,SNORD96A
Ncapd3,NCAPD3
Oas2,OAS2
Sord,SORD
Asxl2,ASXL2
P4ha2,P4HA2
Gm22567,RN7SL130P
Try4,PRSS1
Try4,PRSS2
Ccdc62,CCDC62
Tradd,TRADD
Adgrf3,ADGRF3
Rp9,RP9
Rfx8,RFX8
Psd3,PSD3
Ccdc73,CCDC73
Got2,GOT2
Tnni1,TNNI1
Aanat,AANAT
Kcnj13,KCNJ13
Pcdhga7,PCDHGA7
Gm25552,RNU6-709P
Ttc39a,TTC39A
Mir375,MIR375
A430005L14Rik,C1orf174
Decr2,DECR2
Capns1,CAPNS1
Fam25c,FAM25G
Pcdha6,PCDHA6
Pcdha6,PCDHA8
Pxk,PXK
Polrmt,POLRMT
Itgb4,ITGB4
Mapkapk2,MAPKAPK2
Vmn1r12,VN1R5
Mir27a,MIR27A
Stra8,STRA8
Fzd7,FZD7
Foxe3,FOXE3
Prl2c5,PRL
Wdr33,WDR33
Cant1,CANT1
Dram2,DRAM2
Zfp553,ZNF48
Krt39,KRT39
H1f7,H1-7
Jmjd4,JMJD4
Eml2,EML2
Supt7l,SUPT7L
Tmem126a,TMEM126A
Mdm4,MDM4
Pias4,PIAS4
Acsbg2,ACSBG2
Lrit1,LRIT1
Tatdn1,TATDN1
Mbd4,MBD4
Aamdc,AAMDC
Gm25679,RNVU1-1
Gm25679,RNVU1-31
Cep95,CEP95
Mks1,MKS1
Afdn,AFDN
Oaz3,OAZ3
Adpgk,ADPGK
Zfy1,ZNF792
Zfy1,ZNF773
Zfy1,ZNF549
Zfy1,ZNF134
Zfy1,ZNF304
Zfy1,ZNF418
Zfy1,ZNF154
Zfy1,ZNF793
Zfy1,ZNF772
Zfy1,ZNF419
Mau2,MAU2
Gm5114,C2orf78
Rnf146,RNF146
Gm22259,RNU6-137P
Pcdha4,PCDHA4
Pkm,PKM
Anapc11,ANAPC11
Chn1,CHN1
Dcakd,DCAKD
Cd59b,CD59
Mgst3,MGST3
Klrc3,KLRC1
Cd27,CD27
Stat4,STAT4
Clec4a3,CLEC4C
Lrrc25,LRRC25
Ptgs2,PTGS2
Bsn,BSN
Zbtb8os,ZBTB8OS
Capn10,CAPN10
Crtc2,CRTC2
Cdc42ep3,CDC42EP3
Vps37c,VPS37C
Myb,MYB
Zfp84,ZNF781
Tle3,TLE3
Tssk3,TSSK3
F5,F5
Defa31,DEFA1
Defa31,DEFA1B
Krba1,KRBA1
Prph,PRPH
Sh2d2a,SH2D2A
Gdpd4,GDPD4
Nup210l,NUP210L
Mir34c,MIR34C
Traip,TRAIP
Slfn3,SLFN12
Slfn3,SLFN12L
Htra4,HTRA4
Tnk1,TNK1
Rps11,RPS11
Cnpy2,CNPY2
H2ac21,H2AC21
Ttll6,TTLL6
Atp1b1,ATP1B1
Itprid1,ITPRID1
Plod1,PLOD1
Rab40b,RAB40B
Arcn1,ARCN1
Cdc25c,CDC25C
Ttc1,TTC1
Rnf186,RNF186
Zfp455,ZNF429
Lilra5,LILRA6
Lilra5,LILRB5
Lilra5,LILRB3
Lilra5,LILRA5
Lilra5,LILRA4
Sec22a,SEC22A
Enpp1,ENPP1
Tdrkh,TDRKH
Nat8f5,NAT8
Nat8f5,NAT8B
Pkd1l1,PKD1L1
Pcdhga11,PCDHGA11
Qars,QARS1
Ltbr,LTBR
Hpdl,HPDL
Crabp2,CRABP2
Mstn,MSTN
Ncdn,NCDN
Epha4,EPHA4
Cd74,CD74
Nudt16l2,NUDT16
Mir711,MIR711
Nme4,NME4
Fcgr1,FCGR1B
Fcgr1,FCGR1A
Limd1,LIMD1
Cenpo,CENPO
Ephx4,EPHX4
Pigm,PIGM
Tbx15,TBX15
Vrk2,VRK2
Drd3,DRD3
Slamf9,SLAMF9
Klk1b11,KLK3
Tslp,TSLP
Insl3,INSL3
Gucy2e,GUCY2D
Ulk1,ULK1
Polr2d,POLR2D
Pcdha10,PCDHA4
Iqgap2,IQGAP2
Dab1,DAB1
Gkn1,GKN1
Rtkn,RTKN
Atoh7,ATOH7
Asgr1,ASGR1
Mpp3,MPP3
Neurod1,NEUROD1
Bend6,BEND6
Mfap2,MFAP2
Vmn1r44,VN1R5
Methig1,METTL7A
Cmtm2b,CMTM2
Colgalt2,COLGALT2
Il17rc,IL17RC
Pgls,PGLS
Commd5,COMMD5
Gm49373,FDX2
Ap2m1,AP2M1
Ube2q1,UBE2Q1
St7l,ST7L
Fyb2,FYB2
Vmn1r239-ps,VN1R5
Folr2,FOLR3
Folr2,FOLR2
Gas2,GAS2
Usp39,USP39
Gnai3,GNAI3
Gm23116,RNU6-358P
Gm23116,RNU6-1275P
Pdcd1,PDCD1
Gm23817,RNU6-87P
Zfp429,ZNF429
Slc25a26,SLC25A26
Cyp2j9,CYP2J2
Rhd,RHD
Rhd,RHCE
Mir132,MIR132
Troap,TROAP
Adamts19,ADAMTS19
Mcu,MCU
Flrt1,FLRT1
Psmd7,PSMD7
Trak1,TRAK1
Pcare,PCARE
Eif4h,EIF4H
Plekho1,PLEKHO1
Arid4b,ARID4B
Zfp512,ZNF512
Crebzf,CREBZF
Ccl20,CCL20
Kpna6,KPNA6
Taar1,TAAR1
Ulk4,ULK4
Ikzf4,IKZF4
Ppp1r2,PPP1R2
Ppp1r2,PPP1R2B
Isg15,ISG15
Vmn1r19,VN1R5
Dynll2,DYNLL2
Dhrs13,DHRS13
Hoxd13,HOXD13
Gm12666,LARP7
Cd55b,CD55
Slc22a5,SLC22A5
Dclk3,DCLK3
Prl7b1,PRL
Gale,GALE
Klrc1,KLRC1
Meaf6,MEAF6
Gm6351,PRAMEF12
Gm6351,PRAMEF15
Gm6351,PRAMEF14
Gm6351,PRAMEF19
Gm6351,PRAMEF17
Gm6351,PRAMEF20
Gm6351,PRAMEF27
Gm6351,PRAMEF25
Gm6351,PRAMEF9
Gm6351,PRAMEF26
Klk1b8,KLK3
Plekha5,PLEKHA5
Tbcel,TBCEL
Mgp,MGP
Rreb1,RREB1
Hectd4,HECTD4
Gm22633,RNU6-1099P
Sema6a,SEMA6A
Plekhh3,PLEKHH3
Acsm5,ACSM5
Rfx5,RFX5
Jmjd6,JMJD6
Poc1a,POC1A
Pramel20,PRAMEF12
Pramel20,PRAMEF15
Pramel20,PRAMEF14
Pramel20,PRAMEF19
Pramel20,PRAMEF17
Pramel20,PRAMEF20
Pramel20,PRAMEF27
Pramel20,PRAMEF25
Pramel20,PRAMEF9
Pramel20,PRAMEF26
Eef2,EEF2
Gm22965,RNU6-471P
Bcl10,BCL10
Mafg,MAFG
Prpf40b,PRPF40B
Plscr4,PLSCR4
Col11a1,COL11A1
Otof,OTOF
Lsm6,LSM6
Tbc1d30,TBC1D30
Mitd1,MITD1
Adam30,ADAM30
Pan2,PAN2
Prdm4,PRDM4
Bicdl1,BICDL1
Ugt1a6b,UGT1A6
Med24,MED24
Scn3a,SCN3A
Trim36,TRIM36
Zpr1,ZPR1
Plxdc1,PLXDC1
Cyp4b1,CYP4B1
Sctr,SCTR
Jpt1,JPT1
4932415D10Rik,C2orf16
Sectm1a,SECTM1
Numa1,NUMA1
Ankrd31,ANKRD31
